time	well1	fibro_id	time_exact	ocr	ecar	ppr	plate_id
4	F10	p3.II.2 5/6	20.7899	149,201.39	43,721.93	77,755.08	2019-09-19_1
4	F11	p3.II.2 5/6	20.7899	162,606.84	42,926.19	76,339.94	2019-09-19_1
4	F12	p3.II.2 5/6	20.7899	138,703.44	53,834.28	95,738.88	2019-09-19_1
4	G01	p3.III.1 3/4	20.7899	120,646.35	80,343.32	142,882.55	2019-09-19_1
4	G02	p3.III.1 3/4	20.7899	135,961.62	77,862.20	138,470.14	2019-09-19_1
4	G03	p3.III.1 3/4	20.7899	141,900.92	64,838.76	115,309.25	2019-09-19_1
4	G04	p3.III.1 3/4	20.7899	136,215.68	82,446.88	146,623.53	2019-09-19_1
4	G05	p3.III.1 3/4	20.7899	136,902.05	74,194.97	131,948.34	2019-09-19_1
4	G06	p3.III.1 3/4	20.7899	63,724.00	51,765.69	92,060.10	2019-09-19_1
4	G07	p3.III.1 5/6	20.7899	127,385.95	62,659.35	111,433.38	2019-09-19_1
4	G08	p3.III.1 5/6	20.7899	122,852.12	62,098.86	110,436.61	2019-09-19_1
4	G09	p3.III.1 5/6	20.7899	116,577.99	65,608.01	116,677.29	2019-09-19_1
4	G10	p3.III.1 5/6	20.7899	139,427.44	65,387.27	116,284.73	2019-09-19_1
4	G11	p3.III.1 5/6	20.7899	120,124.44	41,197.13	73,264.98	2019-09-19_1
4	G12	p3.III.1 5/6	20.7899	118,260.34	74,539.71	132,561.42	2019-09-19_1
4	H01	Background	20.7899	0	0	0	2019-09-19_1
4	H02	Background	20.7899	0	0	0	2019-09-19_1
4	H03	Background	20.7899	0	0	0	2019-09-19_1
4	H04	Background	20.7899	0	0	0	2019-09-19_1
4	H05	Background	20.7899	0	0	0	2019-09-19_1
4	H06	Background	20.7899	0	0	0	2019-09-19_1
4	H07	Background	20.7899	0	0	0	2019-09-19_1
4	H08	Background	20.7899	0	0	0	2019-09-19_1
4	H09	Background	20.7899	0	0	0	2019-09-19_1
4	H10	Background	20.7899	0	0	0	2019-09-19_1
4	H11	Background	20.7899	0	0	0	2019-09-19_1
4	H12	Background	20.7899	0	0	0	2019-09-19_1
5	A01	Background	27.40249	0	0	0	2019-09-19_1
5	A02	Background	27.40249	0	0	0	2019-09-19_1
5	A03	Background	27.40249	0	0	0	2019-09-19_1
5	A04	Background	27.40249	0	0	0	2019-09-19_1
5	A05	Background	27.40249	0	0	0	2019-09-19_1
5	A06	Background	27.40249	0	0	0	2019-09-19_1
5	A07	Background	27.40249	0	0	0	2019-09-19_1
5	A08	Background	27.40249	0	0	0	2019-09-19_1
5	A09	Background	27.40249	0	0	0	2019-09-19_1
5	A10	Background	27.40249	0	0	0	2019-09-19_1
5	A11	Background	27.40249	0	0	0	2019-09-19_1
5	A12	Background	27.40249	0	0	0	2019-09-19_1
5	B01	c1 3/4	27.40249	79,005.45	102,597.68	182,459.72	2019-09-19_1
5	B02	c1 3/4	27.40249	106,275.06	88,137.53	156,743.78	2019-09-19_1
5	B03	c1 3/4	27.40249	89,763.46	106,034.81	188,572.30	2019-09-19_1
5	B04	c1 3/4	27.40249	39,701.07	94,720.16	168,450.33	2019-09-19_1
5	B05	c1 3/4	27.40249	82,042.14	107,073.87	190,420.18	2019-09-19_1
5	B06	c1 3/4	27.40249	12,543.85	86,706.45	154,198.74	2019-09-19_1
5	B07	c1 5/6	27.40249	59,313.08	64,047.91	113,902.81	2019-09-19_1
5	B08	c1 5/6	27.40249	90,100.79	88,707.44	157,757.31	2019-09-19_1
5	B09	c1 5/6	27.40249	80,113.14	88,843.28	157,998.89	2019-09-19_1
5	B10	c1 5/6	27.40249	-675.74196	74,984.23	133,351.96	2019-09-19_1
5	B11	c1 5/6	27.40249	99,558.57	83,948.48	149,293.98	2019-09-19_1
5	B12	c1 5/6	27.40249	89,278.76	72,319.25	128,612.56	2019-09-19_1
5	C01	c3 3/4	27.40249	83,359.84	101,838.95	181,110.39	2019-09-19_1
5	C02	c3 3/4	27.40249	-20,372.28	135,195.21	240,431.17	2019-09-19_1
5	C03	c3 3/4	27.40249	5,573.89	50,933.66	90,580.42	2019-09-19_1
5	C04	c3 3/4	27.40249	77,646.59	120,827.96	214,880.44	2019-09-19_1
5	C05	c3 3/4	27.40249	81,352.72	147,691.09	262,653.84	2019-09-19_1
5	C06	c3 3/4	27.40249	88,882.89	117,034.58	208,134.30	2019-09-19_1
5	C07	c3 5/6	27.40249	85,817.90	133,693.39	237,760.33	2019-09-19_1
5	C08	c3 5/6	27.40249	7,647.79	110,156.78	195,902.81	2019-09-19_1
5	C09	c3 5/6	27.40249	70,908.41	105,399.41	187,442.31	2019-09-19_1
5	C10	c3 5/6	27.40249	78,980.63	101,565.91	180,624.82	2019-09-19_1
5	C11	c3 5/6	27.40249	80,183.86	106,424.52	189,265.37	2019-09-19_1
5	C12	c3 5/6	27.40249	58,123.90	96,524.67	171,659.48	2019-09-19_1
5	D01	c2 3/4	27.40249	82,710.27	104,372.66	185,616.33	2019-09-19_1
5	D02	c2 3/4	27.40249	-13,430.60	95,946.84	170,631.85	2019-09-19_1
5	D03	c2 3/4	27.40249	76,167.26	126,371.91	224,739.81	2019-09-19_1
5	D04	c2 3/4	27.40249	71,626.59	127,486.65	226,722.25	2019-09-19_1
5	D05	c2 3/4	27.40249	76,614.62	135,671.45	241,278.11	2019-09-19_1
5	D06	c2 3/4	27.40249	12,096.10	97,022.84	172,545.43	2019-09-19_1
5	D07	c2 5/6	27.40249	86,870.94	102,747.84	182,726.76	2019-09-19_1
5	D08	c2 5/6	27.40249	101,609.88	135,521.93	241,012.20	2019-09-19_1
5	D09	c2 5/6	27.40249	-64,837.60	97,598.43	173,569.05	2019-09-19_1
5	D10	c2 5/6	27.40249	70,136.83	118,975.25	211,585.59	2019-09-19_1
5	D11	c2 5/6	27.40249	67,378.67	87,800.34	156,144.12	2019-09-19_1
5	D12	c2 5/6	27.40249	57,084.06	77,061.67	137,046.48	2019-09-19_1
5	E01	p3.I.2 3/4	27.40249	58,926.76	136,546.47	242,834.25	2019-09-19_1
5	E02	p3.I.2 3/4	27.40249	164,273.18	119,044.08	211,708.00	2019-09-19_1
5	E03	p3.I.2 3/4	27.40249	108,322.81	150,747.57	268,089.47	2019-09-19_1
5	E04	p3.I.2 3/4	27.40249	92,294.28	132,933.39	236,408.74	2019-09-19_1
5	E05	p3.I.2 3/4	27.40249	79,058.83	125,702.30	223,548.98	2019-09-19_1
5	E06	p3.I.2 3/4	27.40249	120,166.02	107,324.96	190,866.71	2019-09-19_1
5	E07	p3.I.2 5/6	27.40249	60,732.25	120,181.49	213,730.77	2019-09-19_1
5	E08	p3.I.2 5/6	27.40249	93,984.32	121,368.04	215,840.92	2019-09-19_1
5	E09	p3.I.2 5/6	27.40249	48,184.43	109,533.87	194,795.03	2019-09-19_1
5	E10	p3.I.2 5/6	27.40249	90,495.66	131,409.61	233,698.85	2019-09-19_1
5	E11	p3.I.2 5/6	27.40249	75,092.88	132,834.06	236,232.09	2019-09-19_1
5	E12	p3.I.2 5/6	27.40249	48,072.54	146,854.01	261,165.16	2019-09-19_1
5	F01	p3.II.2 3/4	27.40249	93,681.20	101,913.63	181,243.20	2019-09-19_1
5	F02	p3.II.2 3/4	27.40249	133,847.41	62,431.59	111,028.34	2019-09-19_1
5	F03	p3.II.2 3/4	27.40249	84,056.59	111,308.75	197,951.47	2019-09-19_1
5	F04	p3.II.2 3/4	27.40249	80,020.35	93,952.96	167,085.95	2019-09-19_1
5	F05	p3.II.2 3/4	27.40249	72,797.77	99,339.19	176,664.81	2019-09-19_1
5	F06	p3.II.2 3/4	27.40249	117,432.80	85,671.07	152,357.43	2019-09-19_1
5	F07	p3.II.2 5/6	27.40249	84,057.94	108,238.27	192,490.93	2019-09-19_1
5	F08	p3.II.2 5/6	27.40249	79,898.88	97,484.33	173,366.14	2019-09-19_1
5	F09	p3.II.2 5/6	27.40249	81,999.70	100,600.47	178,907.88	2019-09-19_1
5	F10	p3.II.2 5/6	27.40249	95,800.67	50,180.73	89,241.40	2019-09-19_1
5	F11	p3.II.2 5/6	27.40249	80,260.98	71,241.23	126,695.41	2019-09-19_1
5	F12	p3.II.2 5/6	27.40249	74,018.55	70,984.77	126,239.32	2019-09-19_1
5	G01	p3.III.1 3/4	27.40249	101,258.29	85,425.35	151,920.43	2019-09-19_1
5	G02	p3.III.1 3/4	27.40249	120,936.36	81,660.40	145,224.86	2019-09-19_1
5	G03	p3.III.1 3/4	27.40249	73,141.97	90,412.26	160,789.16	2019-09-19_1
5	G04	p3.III.1 3/4	27.40249	96,755.12	100,522.41	178,769.05	2019-09-19_1
5	G05	p3.III.1 3/4	27.40249	75,564.28	96,781.66	172,116.50	2019-09-19_1
5	G06	p3.III.1 3/4	27.40249	-18,397.31	73,879.94	131,388.09	2019-09-19_1
5	G07	p3.III.1 5/6	27.40249	70,642.10	77,803.06	138,364.95	2019-09-19_1
5	G08	p3.III.1 5/6	27.40249	56,040.15	87,212.04	155,097.90	2019-09-19_1
5	G09	p3.III.1 5/6	27.40249	48,584.75	97,578.81	173,534.16	2019-09-19_1
5	G10	p3.III.1 5/6	27.40249	89,746.28	85,455.30	151,973.71	2019-09-19_1
5	G11	p3.III.1 5/6	27.40249	55,582.62	69,465.11	123,536.75	2019-09-19_1
5	G12	p3.III.1 5/6	27.40249	54,535.05	101,548.38	180,593.63	2019-09-19_1
5	H01	Background	27.40249	0	0	0	2019-09-19_1
5	H02	Background	27.40249	0	0	0	2019-09-19_1
5	H03	Background	27.40249	0	0	0	2019-09-19_1
5	H04	Background	27.40249	0	0	0	2019-09-19_1
5	H05	Background	27.40249	0	0	0	2019-09-19_1
5	H06	Background	27.40249	0	0	0	2019-09-19_1
5	H07	Background	27.40249	0	0	0	2019-09-19_1
5	H08	Background	27.40249	0	0	0	2019-09-19_1
5	H09	Background	27.40249	0	0	0	2019-09-19_1
5	H10	Background	27.40249	0	0	0	2019-09-19_1
5	H11	Background	27.40249	0	0	0	2019-09-19_1
5	H12	Background	27.40249	0	0	0	2019-09-19_1
6	A01	Background	33.8856	0	0	0	2019-09-19_1
6	A02	Background	33.8856	0	0	0	2019-09-19_1
6	A03	Background	33.8856	0	0	0	2019-09-19_1
6	A04	Background	33.8856	0	0	0	2019-09-19_1
6	A05	Background	33.8856	0	0	0	2019-09-19_1
6	A06	Background	33.8856	0	0	0	2019-09-19_1
6	A07	Background	33.8856	0	0	0	2019-09-19_1
6	A08	Background	33.8856	0	0	0	2019-09-19_1
6	A09	Background	33.8856	0	0	0	2019-09-19_1
6	A10	Background	33.8856	0	0	0	2019-09-19_1
6	A11	Background	33.8856	0	0	0	2019-09-19_1
6	A12	Background	33.8856	0	0	0	2019-09-19_1
6	B01	c1 3/4	33.8856	59,951.11	122,521.47	217,892.19	2019-09-19_1
6	B02	c1 3/4	33.8856	73,639.78	116,489.03	207,164.09	2019-09-19_1
6	B03	c1 3/4	33.8856	70,737.79	125,114.25	222,503.19	2019-09-19_1
6	B04	c1 3/4	33.8856	3,646.23	115,327.25	205,097.99	2019-09-19_1
6	B05	c1 3/4	33.8856	61,124.97	129,589.05	230,461.16	2019-09-19_1
6	B06	c1 3/4	33.8856	-14,932.17	106,440.81	189,294.33	2019-09-19_1
6	B07	c1 5/6	33.8856	25,055.79	85,486.02	152,028.34	2019-09-19_1
6	B08	c1 5/6	33.8856	66,175.99	113,626.11	202,072.68	2019-09-19_1
6	B09	c1 5/6	33.8856	57,696.96	111,989.10	199,161.42	2019-09-19_1
6	B10	c1 5/6	33.8856	-22,227.91	92,727.85	164,907.21	2019-09-19_1
6	B11	c1 5/6	33.8856	69,689.51	103,340.95	183,781.54	2019-09-19_1
6	B12	c1 5/6	33.8856	59,766.30	92,414.40	164,349.78	2019-09-19_1
6	C01	c3 3/4	33.8856	83,577.93	113,841.74	202,456.15	2019-09-19_1
6	C02	c3 3/4	33.8856	-28,849.23	151,599.07	269,603.79	2019-09-19_1
6	C03	c3 3/4	33.8856	156.0691	78,063.64	138,828.37	2019-09-19_1
6	C04	c3 3/4	33.8856	73,357.33	141,143.56	251,009.70	2019-09-19_1
6	C05	c3 3/4	33.8856	78,629.31	158,040.99	281,060.09	2019-09-19_1
6	C06	c3 3/4	33.8856	84,485.81	126,638.10	225,213.19	2019-09-19_1
6	C07	c3 5/6	33.8856	75,568.29	145,448.00	258,664.73	2019-09-19_1
6	C08	c3 5/6	33.8856	-5,709.28	120,909.52	215,025.48	2019-09-19_1
6	C09	c3 5/6	33.8856	69,092.34	116,431.74	207,062.20	2019-09-19_1
6	C10	c3 5/6	33.8856	67,048.03	118,039.46	209,921.37	2019-09-19_1
6	C11	c3 5/6	33.8856	72,343.85	115,853.32	206,033.55	2019-09-19_1
6	C12	c3 5/6	33.8856	54,735.18	99,249.68	176,505.63	2019-09-19_1
6	D01	c2 3/4	33.8856	76,519.24	112,458.30	199,995.84	2019-09-19_1
6	D02	c2 3/4	33.8856	-39,444.07	105,304.93	187,274.29	2019-09-19_1
6	D03	c2 3/4	33.8856	69,403.63	127,397.28	226,563.33	2019-09-19_1
6	D04	c2 3/4	33.8856	67,127.96	133,301.18	237,062.83	2019-09-19_1
6	D05	c2 3/4	33.8856	65,670.98	139,755.46	248,541.11	2019-09-19_1
6	D06	c2 3/4	33.8856	-37,701.90	114,596.56	203,798.52	2019-09-19_1
6	D07	c2 5/6	33.8856	55,971.77	122,515.59	217,881.72	2019-09-19_1
6	D08	c2 5/6	33.8856	93,477.04	132,966.53	236,467.67	2019-09-19_1
6	D09	c2 5/6	33.8856	-71,270.86	98,380.57	174,960.01	2019-09-19_1
6	D10	c2 5/6	33.8856	63,475.28	126,544.02	225,045.89	2019-09-19_1
6	D11	c2 5/6	33.8856	58,870.32	95,336.92	169,547.19	2019-09-19_1
6	D12	c2 5/6	33.8856	51,956.70	84,157.77	149,666.17	2019-09-19_1
6	E01	p3.I.2 3/4	33.8856	39,661.66	158,678.00	282,192.96	2019-09-19_1
6	E02	p3.I.2 3/4	33.8856	102,226.27	151,372.33	269,200.55	2019-09-19_1
6	E03	p3.I.2 3/4	33.8856	98,919.85	166,769.33	296,582.57	2019-09-19_1
6	E04	p3.I.2 3/4	33.8856	87,131.97	152,515.83	271,234.15	2019-09-19_1
6	E05	p3.I.2 3/4	33.8856	74,235.07	150,790.32	268,165.51	2019-09-19_1
6	E06	p3.I.2 3/4	33.8856	88,381.58	132,718.52	236,026.62	2019-09-19_1
6	E07	p3.I.2 5/6	33.8856	52,290.32	124,754.14	221,862.76	2019-09-19_1
6	E08	p3.I.2 5/6	33.8856	74,796.48	132,387.58	235,438.06	2019-09-19_1
6	E09	p3.I.2 5/6	33.8856	43,604.26	116,653.21	207,456.06	2019-09-19_1
6	E10	p3.I.2 5/6	33.8856	82,599.78	141,426.67	251,513.20	2019-09-19_1
6	E11	p3.I.2 5/6	33.8856	66,212.03	138,572.90	246,438.05	2019-09-19_1
6	E12	p3.I.2 5/6	33.8856	60,177.33	157,189.37	279,545.57	2019-09-19_1
6	F01	p3.II.2 3/4	33.8856	62,460.51	123,102.46	218,925.42	2019-09-19_1
6	F02	p3.II.2 3/4	33.8856	84,258.49	93,303.87	165,931.60	2019-09-19_1
6	F03	p3.II.2 3/4	33.8856	70,176.27	126,651.55	225,237.12	2019-09-19_1
6	F04	p3.II.2 3/4	33.8856	54,899.74	122,935.16	218,627.90	2019-09-19_1
6	F05	p3.II.2 3/4	33.8856	63,771.25	106,519.76	189,434.74	2019-09-19_1
6	F06	p3.II.2 3/4	33.8856	77,586.11	109,883.18	195,416.24	2019-09-19_1
6	F07	p3.II.2 5/6	33.8856	70,658.10	119,671.80	212,824.33	2019-09-19_1
6	F08	p3.II.2 5/6	33.8856	72,463.76	117,746.82	209,400.95	2019-09-19_1
6	F09	p3.II.2 5/6	33.8856	78,696.60	111,825.75	198,870.92	2019-09-19_1
6	F10	p3.II.2 5/6	33.8856	60,868.54	85,953.96	152,860.53	2019-09-19_1
6	F11	p3.II.2 5/6	33.8856	71,449.50	92,987.95	165,369.76	2019-09-19_1
6	F12	p3.II.2 5/6	33.8856	58,899.15	85,483.42	152,023.72	2019-09-19_1
6	G01	p3.III.1 3/4	33.8856	57,030.71	106,326.57	189,091.17	2019-09-19_1
6	G02	p3.III.1 3/4	33.8856	71,046.08	108,251.43	192,514.34	2019-09-19_1
6	G03	p3.III.1 3/4	33.8856	57,541.36	103,126.94	183,400.95	2019-09-19_1
6	G04	p3.III.1 3/4	33.8856	55,380.17	123,874.65	220,298.68	2019-09-19_1
6	G05	p3.III.1 3/4	33.8856	54,731.59	119,129.44	211,859.80	2019-09-19_1
6	G06	p3.III.1 3/4	33.8856	-33,554.30	86,597.46	154,004.92	2019-09-19_1
6	G07	p3.III.1 5/6	33.8856	49,169.44	102,059.78	181,503.11	2019-09-19_1
6	G08	p3.III.1 5/6	33.8856	47,387.68	99,851.49	177,575.89	2019-09-19_1
6	G09	p3.III.1 5/6	33.8856	44,733.30	103,122.87	183,393.70	2019-09-19_1
6	G10	p3.III.1 5/6	33.8856	64,451.59	104,053.79	185,049.26	2019-09-19_1
6	G11	p3.III.1 5/6	33.8856	47,257.68	75,815.67	134,830.58	2019-09-19_1
6	G12	p3.III.1 5/6	33.8856	46,881.33	104,807.03	186,388.82	2019-09-19_1
6	H01	Background	33.8856	0	0	0	2019-09-19_1
6	H02	Background	33.8856	0	0	0	2019-09-19_1
6	H03	Background	33.8856	0	0	0	2019-09-19_1
6	H04	Background	33.8856	0	0	0	2019-09-19_1
6	H05	Background	33.8856	0	0	0	2019-09-19_1
6	H06	Background	33.8856	0	0	0	2019-09-19_1
6	H07	Background	33.8856	0	0	0	2019-09-19_1
6	H08	Background	33.8856	0	0	0	2019-09-19_1
6	H09	Background	33.8856	0	0	0	2019-09-19_1
6	H10	Background	33.8856	0	0	0	2019-09-19_1
6	H11	Background	33.8856	0	0	0	2019-09-19_1
6	H12	Background	33.8856	0	0	0	2019-09-19_1
7	A01	Background	40.38301	0	0	0	2019-09-19_1
7	A02	Background	40.38301	0	0	0	2019-09-19_1
7	A03	Background	40.38301	0	0	0	2019-09-19_1
7	A04	Background	40.38301	0	0	0	2019-09-19_1
7	A05	Background	40.38301	0	0	0	2019-09-19_1
7	A06	Background	40.38301	0	0	0	2019-09-19_1
7	A07	Background	40.38301	0	0	0	2019-09-19_1
7	A08	Background	40.38301	0	0	0	2019-09-19_1
7	A09	Background	40.38301	0	0	0	2019-09-19_1
7	A10	Background	40.38301	0	0	0	2019-09-19_1
7	A11	Background	40.38301	0	0	0	2019-09-19_1
7	A12	Background	40.38301	0	0	0	2019-09-19_1
7	B01	c1 3/4	40.38301	57,230.93	123,518.41	219,665.13	2019-09-19_1
7	B02	c1 3/4	40.38301	66,441.75	117,238.77	208,497.44	2019-09-19_1
7	B03	c1 3/4	40.38301	66,801.00	130,252.65	231,641.32	2019-09-19_1
7	B04	c1 3/4	40.38301	-963.17618	117,370.39	208,731.51	2019-09-19_1
7	B05	c1 3/4	40.38301	56,244.97	132,612.45	235,837.98	2019-09-19_1
7	B06	c1 3/4	40.38301	-20,183.80	109,821.28	195,306.16	2019-09-19_1
7	B07	c1 5/6	40.38301	20,629.32	90,097.94	160,230.18	2019-09-19_1
7	B08	c1 5/6	40.38301	60,924.53	118,219.69	210,241.90	2019-09-19_1
7	B09	c1 5/6	40.38301	51,749.44	115,993.79	206,283.36	2019-09-19_1
7	B10	c1 5/6	40.38301	-24,797.91	94,517.60	168,090.10	2019-09-19_1
7	B11	c1 5/6	40.38301	57,573.06	111,013.75	197,426.85	2019-09-19_1
7	B12	c1 5/6	40.38301	55,263.26	100,659.42	179,012.71	2019-09-19_1
7	C01	c3 3/4	40.38301	79,823.14	116,094.45	206,462.37	2019-09-19_1
7	C02	c3 3/4	40.38301	-27,548.24	158,260.01	281,449.60	2019-09-19_1
7	C03	c3 3/4	40.38301	-1,822.93	86,824.36	154,408.45	2019-09-19_1
7	C04	c3 3/4	40.38301	71,454.14	151,817.95	269,993.04	2019-09-19_1
7	C05	c3 3/4	40.38301	71,525.33	167,597.22	298,054.90	2019-09-19_1
7	C06	c3 3/4	40.38301	83,164.59	131,610.25	234,055.66	2019-09-19_1
7	C07	c3 5/6	40.38301	70,296.95	152,077.55	270,454.71	2019-09-19_1
7	C08	c3 5/6	40.38301	-9,740.22	127,714.18	227,126.89	2019-09-19_1
7	C09	c3 5/6	40.38301	60,569.33	124,538.12	221,478.60	2019-09-19_1
7	C10	c3 5/6	40.38301	66,811.74	121,625.60	216,298.97	2019-09-19_1
7	C11	c3 5/6	40.38301	69,248.74	120,602.97	214,480.31	2019-09-19_1
7	C12	c3 5/6	40.38301	47,869.81	98,816.85	175,735.89	2019-09-19_1
7	D01	c2 3/4	40.38301	75,220.72	120,047.72	213,492.86	2019-09-19_1
7	D02	c2 3/4	40.38301	-40,846.34	110,408.99	196,351.35	2019-09-19_1
7	D03	c2 3/4	40.38301	69,048.01	134,570.79	239,320.70	2019-09-19_1
7	D04	c2 3/4	40.38301	66,049.54	138,879.08	246,982.55	2019-09-19_1
7	D05	c2 3/4	40.38301	64,559.77	143,027.62	254,360.32	2019-09-19_1
7	D06	c2 3/4	40.38301	-38,349.96	118,789.26	211,254.82	2019-09-19_1
7	D07	c2 5/6	40.38301	54,174.77	128,105.99	227,823.69	2019-09-19_1
7	D08	c2 5/6	40.38301	92,209.23	137,463.61	244,465.29	2019-09-19_1
7	D09	c2 5/6	40.38301	-76,457.84	100,080.65	177,983.43	2019-09-19_1
7	D10	c2 5/6	40.38301	62,574.27	128,160.51	227,920.64	2019-09-19_1
7	D11	c2 5/6	40.38301	57,476.99	99,011.40	176,081.88	2019-09-19_1
7	D12	c2 5/6	40.38301	48,825.42	86,788.57	154,344.79	2019-09-19_1
7	E01	p3.I.2 3/4	40.38301	39,503.14	160,034.05	284,604.56	2019-09-19_1
7	E02	p3.I.2 3/4	40.38301	91,331.54	163,184.41	290,207.15	2019-09-19_1
7	E03	p3.I.2 3/4	40.38301	97,626.06	176,307.70	313,545.62	2019-09-19_1
7	E04	p3.I.2 3/4	40.38301	83,552.69	160,649.74	285,699.50	2019-09-19_1
7	E05	p3.I.2 3/4	40.38301	75,024.85	160,897.55	286,140.20	2019-09-19_1
7	E06	p3.I.2 3/4	40.38301	84,242.17	141,918.76	252,388.32	2019-09-19_1
7	E07	p3.I.2 5/6	40.38301	49,171.40	132,558.96	235,742.85	2019-09-19_1
7	E08	p3.I.2 5/6	40.38301	71,189.21	143,200.81	254,668.33	2019-09-19_1
7	E09	p3.I.2 5/6	40.38301	36,115.54	117,331.88	208,663.01	2019-09-19_1
7	E10	p3.I.2 5/6	40.38301	77,963.08	145,875.12	259,424.31	2019-09-19_1
7	E11	p3.I.2 5/6	40.38301	62,505.03	144,879.03	257,652.86	2019-09-19_1
7	E12	p3.I.2 5/6	40.38301	52,643.03	159,768.90	284,133.01	2019-09-19_1
7	F01	p3.II.2 3/4	40.38301	61,043.63	125,304.35	222,841.26	2019-09-19_1
7	F02	p3.II.2 3/4	40.38301	75,852.13	98,321.02	174,854.11	2019-09-19_1
7	F03	p3.II.2 3/4	40.38301	69,939.67	128,082.60	227,782.10	2019-09-19_1
7	F04	p3.II.2 3/4	40.38301	51,664.31	126,420.33	224,825.92	2019-09-19_1
7	F05	p3.II.2 3/4	40.38301	62,902.26	106,992.74	190,275.89	2019-09-19_1
7	F06	p3.II.2 3/4	40.38301	70,025.00	115,521.18	205,442.87	2019-09-19_1
7	F07	p3.II.2 5/6	40.38301	71,643.97	121,690.16	216,413.78	2019-09-19_1
7	F08	p3.II.2 5/6	40.38301	71,061.89	122,171.31	217,269.45	2019-09-19_1
7	F09	p3.II.2 5/6	40.38301	72,917.16	115,502.56	205,409.75	2019-09-19_1
7	F10	p3.II.2 5/6	40.38301	60,099.65	89,232.38	158,690.87	2019-09-19_1
7	F11	p3.II.2 5/6	40.38301	68,032.85	91,078.03	161,973.17	2019-09-19_1
7	F12	p3.II.2 5/6	40.38301	52,579.04	84,870.66	150,933.98	2019-09-19_1
7	G01	p3.III.1 3/4	40.38301	47,056.75	110,570.08	196,637.84	2019-09-19_1
7	G02	p3.III.1 3/4	40.38301	57,456.34	113,079.00	201,099.70	2019-09-19_1
7	G03	p3.III.1 3/4	40.38301	55,511.64	101,627.60	180,734.52	2019-09-19_1
7	G04	p3.III.1 3/4	40.38301	52,923.11	125,386.25	222,986.91	2019-09-19_1
7	G05	p3.III.1 3/4	40.38301	52,055.27	116,870.92	207,843.24	2019-09-19_1
7	G06	p3.III.1 3/4	40.38301	-33,045.95	85,768.68	152,531.02	2019-09-19_1
7	G07	p3.III.1 5/6	40.38301	47,522.45	99,566.64	177,069.30	2019-09-19_1
7	G08	p3.III.1 5/6	40.38301	46,112.25	98,720.71	175,564.92	2019-09-19_1
7	G09	p3.III.1 5/6	40.38301	42,487.17	101,210.42	179,992.62	2019-09-19_1
7	G10	p3.III.1 5/6	40.38301	62,739.85	102,442.74	182,184.17	2019-09-19_1
7	G11	p3.III.1 5/6	40.38301	44,864.84	72,310.53	128,597.04	2019-09-19_1
7	G12	p3.III.1 5/6	40.38301	46,320.67	106,243.50	188,943.43	2019-09-19_1
7	H01	Background	40.38301	0	0	0	2019-09-19_1
7	H02	Background	40.38301	0	0	0	2019-09-19_1
7	H03	Background	40.38301	0	0	0	2019-09-19_1
7	H04	Background	40.38301	0	0	0	2019-09-19_1
7	H05	Background	40.38301	0	0	0	2019-09-19_1
7	H06	Background	40.38301	0	0	0	2019-09-19_1
7	H07	Background	40.38301	0	0	0	2019-09-19_1
7	H08	Background	40.38301	0	0	0	2019-09-19_1
7	H09	Background	40.38301	0	0	0	2019-09-19_1
7	H10	Background	40.38301	0	0	0	2019-09-19_1
7	H11	Background	40.38301	0	0	0	2019-09-19_1
7	H12	Background	40.38301	0	0	0	2019-09-19_1
8	A01	Background	47.00808	0	0	0	2019-09-19_1
8	A02	Background	47.00808	0	0	0	2019-09-19_1
8	A03	Background	47.00808	0	0	0	2019-09-19_1
8	A04	Background	47.00808	0	0	0	2019-09-19_1
8	A05	Background	47.00808	0	0	0	2019-09-19_1
8	A06	Background	47.00808	0	0	0	2019-09-19_1
8	A07	Background	47.00808	0	0	0	2019-09-19_1
8	A08	Background	47.00808	0	0	0	2019-09-19_1
8	A09	Background	47.00808	0	0	0	2019-09-19_1
8	A10	Background	47.00808	0	0	0	2019-09-19_1
8	A11	Background	47.00808	0	0	0	2019-09-19_1
8	A12	Background	47.00808	0	0	0	2019-09-19_1
8	B01	c1 3/4	47.00808	191,703.37	126,283.04	224,581.76	2019-09-19_1
8	B02	c1 3/4	47.00808	213,505.10	122,837.45	218,454.12	2019-09-19_1
8	B03	c1 3/4	47.00808	210,374.23	140,744.95	250,300.82	2019-09-19_1
8	B04	c1 3/4	47.00808	201,738.39	125,790.50	223,705.83	2019-09-19_1
8	B05	c1 3/4	47.00808	210,374.34	136,373.08	242,525.89	2019-09-19_1
8	B06	c1 3/4	47.00808	151,452.30	113,531.02	201,903.56	2019-09-19_1
8	B07	c1 5/6	47.00808	221,450.25	99,323.36	176,636.66	2019-09-19_1
8	B08	c1 5/6	47.00808	229,604.23	128,001.61	227,638.07	2019-09-19_1
8	B09	c1 5/6	47.00808	243,782.75	125,573.79	223,320.44	2019-09-19_1
8	B10	c1 5/6	47.00808	166,286.74	102,831.18	182,874.96	2019-09-19_1
8	B11	c1 5/6	47.00808	205,586.49	133,874.96	238,083.23	2019-09-19_1
8	B12	c1 5/6	47.00808	207,203.43	110,476.88	196,472.09	2019-09-19_1
8	C01	c3 3/4	47.00808	142,265.79	93,566.84	166,399.26	2019-09-19_1
